Country Name,Country Code,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Japan,JPN,4.4326E+12,4.7312E+12,4.15986E+12,3.98082E+12,4.30294E+12,4.6558E+12,4.57187E+12,4.35675E+12,4.35635E+12,4.84918E+12,5.03514E+12,5.49872E+12,5.90899E+12,5.95725E+12,4.90886E+12,4.59616E+12,4.12326E+12,
Kazakhstan,KAZ,16870817135,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003884545,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,2.00379E+11,2.15902E+11,2.43775E+11,2.27437E+11,1.84361E+11,
Kenya,KEN,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737895401,25825524821,31958195182,35895153328,37021512049,39999659234,41953433591,50410164014,55100780396,61395415492,63398041540,
Kyrgyz Republic,KGZ,1249062025,1369691955,1525113501,1605640633,1919012781,2211535312,2460246796,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6571853849,
Cambodia,KHM,3517242477,3654031716,3979813388,4284028138,4658246907,5337833256,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14038383450,15449630419,16777820333,18049954289,
Kiribati,KIR,70596129.03,67512697.12,63101272.37,72259045.96,90148518.06,102220914.8,106149546.4,104668674.7,123002259.2,135044455.6,127125253.5,150431113.6,172253739,174984468.8,168951535,166756805.5,145237022,
St. Kitts and Nevis,KNA,389984428.9,420086753.4,460467986.5,480825603.4,463418863.3,501150888.9,543169963,636071000,684148703.7,734660333.3,708891296.3,692457407.4,728050629.6,731919888.9,787290370.4,864766185.2,921888851.9,
"Korea, Rep.",KOR,4.86315E+11,5.61633E+11,5.33052E+11,6.0902E+11,6.80521E+11,7.64881E+11,8.98137E+11,1.0118E+12,1.12268E+12,1.00222E+12,9.01935E+11,1.0945E+12,1.20246E+12,1.22281E+12,1.3056E+12,1.41133E+12,1.37787E+12,
Kosovo,KSV,,1849196082,2535333632,2702427047,3355083117,3639935348,3736599925,4078158324,4833561456,5687488209,5653792720,5829933775,6692521546,6500321213,7073021774,7384901154,6385937673,
Kuwait,KWT,30121879435,37711864407,34890772742,38137545245,47875838926,59440108585,80797945205,1.01551E+11,1.14641E+11,1.47396E+11,1.059E+11,1.15419E+11,1.54028E+11,1.7407E+11,1.74161E+11,1.63612E+11,1.12812E+11,
Latin America & Caribbean (excluding high income),LAC,1.86819E+12,2.07101E+12,2.01369E+12,1.79136E+12,1.84005E+12,2.12145E+12,2.57939E+12,3.02985E+12,3.59885E+12,4.21473E+12,3.95328E+12,4.92627E+12,5.60461E+12,5.63695E+12,5.7656E+12,5.75203E+12,4.85496E+12,
Lao PDR,LAO,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3452882514,4222962988,5443915121,5832915387,7181441140,8283218734,9359185244,11192471435,11715619756,12327488341,
Lebanon,LBN,17391056369,17260364842,17649751244,19152238806,20082918740,20955223881,21287562189,21796351575,24577114428,28829850746,35139635158,38009950249,40078938640,43205095854,44352418120,45730945274,47102873632,
Liberia,LBR,441800000,529064600,521000000,543000000,416000000,474700000,550000000,604028900,739027200,850040500,1155147400,1292697100,1545400000,1735500000,1946500000,2013000000,2053000000,
Libya,LBY,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81905365776,65504442872,41142722414,29152707345,
St. Lucia,LCA,692507407.4,780895370.4,742383570.8,746048893.3,810093360.7,890757609.7,946681289,1074708501,1173341556,1194493407,1186800333,1249497000,1290025296,1311133148,1334385778,1404430556,1436390326,
Latin America & Caribbean,LCN,2.04753E+12,2.26208E+12,2.20458E+12,1.97656E+12,2.0365E+12,2.3504E+12,2.84475E+12,3.33584E+12,3.93535E+12,4.57717E+12,4.30172E+12,5.33558E+12,6.06238E+12,6.11386E+12,6.26608E+12,6.23385E+12,5.29832E+12,
Least developed countries: UN classification,LDC,1.89724E+11,2.15632E+11,2.0803E+11,2.25087E+11,2.52099E+11,2.92867E+11,3.46657E+11,4.04473E+11,4.93872E+11,6.07887E+11,6.0669E+11,6.78321E+11,7.68609E+11,8.10412E+11,8.58216E+11,9.24689E+11,9.11204E+11,
Low income,LIC,98205827615,1.13343E+11,1.02348E+11,1.10546E+11,1.21417E+11,1.38411E+11,1.59882E+11,1.77365E+11,2.11516E+11,2.54747E+11,2.67296E+11,2.89212E+11,3.25849E+11,3.4997E+11,3.7843E+11,4.06539E+11,3.92904E+11,
Liechtenstein,LIE,2664105901,2483890594,2491800559,2688617885,3070803439,3454374270,3659320087,4000101033,4601430549,5081479840,4504376590,5082338965,5739705822,5487773452,,,,
Sri Lanka,LKA,15625169875,16330814180,15746229582,16536535647,18881765437,20662525941,24406252457,28279814925,32350248411,40713812310,42066217872,56725745039,65292741297,68434399083,74294206491,80028186275,82316172384,
Lower middle income,LMC,1.2664E+12,1.33727E+12,1.35267E+12,1.45004E+12,1.66069E+12,1.89721E+12,2.17933E+12,2.58124E+12,3.17385E+12,3.53176E+12,3.63038E+12,4.60154E+12,5.12098E+12,5.35744E+12,5.57235E+12,5.86431E+12,5.82036E+12,
Low & middle income,LMY,5.44898E+12,5.94889E+12,6.00824E+12,6.12495E+12,6.91951E+12,8.20598E+12,9.77445E+12,1.16108E+13,1.44042E+13,1.72817E+13,1.68676E+13,2.06141E+13,2.42832E+13,2.58202E+13,2.73225E+13,2.8142E+13,2.65451E+13,
Lesotho,LSO,801538587.4,771261707.8,706400239.3,656752929.1,969167237.3,1234215385,1368352570,1428852972,1597476793,1630672203,1711412960,2187482926,2523309140,2384043849,2218102350,2181300506,,
Late-demographic dividend,LTE,3.08558E+12,3.39543E+12,3.50815E+12,3.7148E+12,4.23721E+12,5.08921E+12,6.13856E+12,7.40751E+12,9.33124E+12,1.15978E+13,1.11979E+13,1.34404E+13,1.63835E+13,1.7487E+13,1.88234E+13,1.94961E+13,1.81398E+13,
Lithuania,LTU,10972878636,11539211480,12252498921,14278357284,18802576988,22649930576,26125575942,30216060233,39738180077,47850551149,37440673478,37132564255,43505562065,42852204396,46418255975,48353937110,41243983587,
Luxembourg,LUX,22343344130,21375345495,21052080537,23308582722,29206884876,34343804321,36977365999,41913561661,50323159047,55144865973,50386496249,52351655629,58697386711,55986712368,61794506556,64873963098,57793612066,
Latvia,LVA,7530139323,7934770568,8347312514,9537868349,11734856721,14359465331,16903250778,21410923000,30847189167,35542093261,26144610787,23743309486,28385281828,28023276372,30221574615,31286809075,27035266718,
"Macao SAR, China",MAC,5916920007,6101794939,6811252879,7322690268,8194995761,10585562564,12092284455,14789661809,18340472131,20917457388,21475520709,28123640999,36709847597,43028648669,51548871616,55522993327,46177532874,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,
Morocco,MAR,41632027600,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041539006,92507257784,92897320376,93216746662,1.0137E+11,98266306615,1.07235E+11,1.10009E+11,1.0036E+11,
Monaco,MCO,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6919241412,5557245122,5350674803,6074884389,,,,,
Moldova,MDA,1170785048,1288420223,1480656884,1661818168,1980901554,2598231467,2988338439,3408272498,4401154128,6054806101,5439422031,5811604052,7015206498,7284686576,7985349731,7983271111,6551161404,
Madagascar,MDG,3717515283,3877673539,4529575348,4397254608,5474030080,4363934494,5039293031,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10613473833,11011062173,9980522718,
Maldives,MDV,589239753.6,624337145.3,884276168.3,910864148.4,1043403344,1202240023,1119806500,1474698125,1745998938,2117773602,2166330188,2323401758,2449576517,2514041557,2795200010,3063899508,3142812004,
Middle East & North Africa,MEA,8.66022E+11,9.65694E+11,9.69155E+11,9.65431E+11,1.08745E+12,1.26431E+12,1.52338E+12,1.78328E+12,2.11516E+12,2.64229E+12,2.3561E+12,2.74264E+12,3.2875E+12,3.558E+12,3.5839E+12,3.52699E+12,3.1136E+12,
Mexico,MEX,5.7946E+11,6.83648E+11,7.24704E+11,7.41559E+11,7.13284E+11,7.70268E+11,8.66346E+11,9.65281E+11,1.04347E+12,1.10128E+12,8.94949E+11,1.05113E+12,1.17119E+12,1.1866E+12,1.26183E+12,1.29785E+12,1.14433E+12,
Marshall Islands,MHL,107978893.1,110937729.4,115152142.7,124735071.9,126887585.5,131106365.5,137744500,143656582.8,150071644.8,152793449.1,152130186,163803078.3,172861423.4,184439555.5,190180248.3,186716625.8,,
Middle income,MIC,5.35299E+12,5.83877E+12,5.90754E+12,6.01675E+12,6.80038E+12,8.06967E+12,9.61651E+12,1.14343E+13,1.41928E+13,1.70272E+13,1.66015E+13,2.03246E+13,2.39561E+13,2.54692E+13,2.69434E+13,2.77353E+13,2.61521E+13,
"Macedonia, FYR",MKD,3673288264,3772851420,3709637830,4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11318966947,10086021261,
Mali,MLI,3439463140,2954129566,3465305993,3889758024,4703504466,5444474268,6245031690,6899799786,8145694632,9750822511,10181021770,10678749467,12978107561,12442747897,13245777670,14388384093,13100263697,
Malta,MLT,3907947937,3957418083,3917620728,4296164768,5119621569,5643525282,5990648162,6365500032,7466219569,8554293727,8099400961,8163355021,9302635890,8882509104,9642848650,,,
Myanmar,MMR,,,,,,,,,,,,,,74690222131,58652652371,64330041773,64865515159,
Middle East & North Africa (excluding high income),MNA,4.36038E+11,4.5182E+11,4.67521E+11,4.53839E+11,5.11962E+11,5.8634E+11,6.91546E+11,8.03411E+11,9.9402E+11,1.22931E+12,1.18326E+12,1.36294E+12,1.57572E+12,1.70878E+12,1.65859E+12,1.55994E+12,,
Montenegro,MNE,,984279598.3,1159891557,1284504508,1707662613,2073255525,2257118341,2696020575,3668857104,4519731947,4141382328,4139192053,4538199889,4087725813,4464497584,4587741791,3992640233,
Mongolia,MNG,1057408608,1136896162,1267997923,1396555772,1595297301,1992066759,2523471602,3414055663,4234999703,5623216610,4583850368,7189482030,10409797336,12292770631,12582122604,12226514715,11757940909,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,5302532113,5016469069,4766928747,5031510909,5597367853,6831808930,7723846195,8312078525,9366742309,11494837053,10911698208,10154238250,13131168012,14534278446,16018848991,16945889410,14688606238,
Mauritania,MRT,1405662879,1293654175,1295539448,1324426607,1563074860,1833444740,2184444849,3040716679,3356757497,4031047704,3662281668,4337791531,5166340391,5231255478,5645739652,5442297174,,
Mauritius,MUS,4291171396,4582562399,4536544700,4767303154,5609836355,6385691317,6283796155,6731529168,7792052680,9641089805,8834661043,9718233911,11252386261,11445657238,11931866299,12612959480,11510952257,
Malawi,MWI,1775920040,1743506287,1716502070,3495597587,3209167240,3476333639,3655892942,3998020177,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6565382259,
Malaysia,MYS,79148947368,93789736842,92783947368,1.00845E+11,1.10202E+11,1.2475E+11,1.43534E+11,1.62691E+11,1.93548E+11,2.30814E+11,2.02258E+11,2.55017E+11,2.97952E+11,3.14443E+11,3.23343E+11,3.38104E+11,2.96218E+11,
North America,NAC,1.034E+13,1.10306E+13,1.13619E+13,1.17394E+13,1.24072E+13,1.33026E+13,1.4268E+13,1.51767E+13,1.59485E+13,1.62738E+13,1.57957E+13,1.65835E+13,1.73122E+13,1.79851E+13,1.85062E+13,1.91376E+13,1.95034E+13,
Namibia,NAM,3818954448,3908661518,3546783708,3361251198,4931312147,6606858786,7261333795,7978734402,8740865600,8486721917,8876191121,11282192605,12409629836,13016152024,12720433346,12838336840,11546088223,
New Caledonia,NCL,3056999988,2682347064,,,,,,,,,,,,,,,,
Niger,NER,2018193703,1798374468,1945327565,2170481509,2731416346,3052898739,3405134832,3646728060,4291363391,5403363917,5397121856,5718589799,6409169890,6942209595,7667951988,8245312137,7142951342,
Nigeria,NGA,35870792988,46385996029,44138014092,59116868251,67655840108,87845403978,1.12248E+11,1.4543E+11,1.66451E+11,2.08065E+11,1.69481E+11,3.69062E+11,4.11744E+11,4.60954E+11,5.14966E+11,5.68499E+11,4.81066E+11,
Nicaragua,NIC,4855717875,5107329007,5323146566,5224213018,5322454926,5795568205,6321335612,6786294637,7458103362,8491388729,8380731880,8741313140,9755619760,10438842116,10874735111,11790221756,12692562187,
Netherlands,NLD,4.41975E+11,4.12807E+11,4.26574E+11,4.65369E+11,5.71863E+11,6.50533E+11,6.78534E+11,7.26649E+11,8.3942E+11,9.36228E+11,8.57933E+11,8.3644E+11,8.93702E+11,8.28947E+11,8.64169E+11,8.79319E+11,7.52547E+11,
Norway,NOR,1.62286E+11,1.71316E+11,1.74003E+11,1.95418E+11,2.28752E+11,2.64357E+11,3.08722E+11,3.45425E+11,4.00884E+11,4.61947E+11,3.86384E+11,4.28525E+11,4.98157E+11,5.09705E+11,5.22746E+11,5.00519E+11,3.88315E+11,
Nepal,NPL,5033642384,5494252208,6007061224,6050875807,6330476435,7273933993,8130258976,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19271168018,19769642123,20880545907,
Nauru,NRU,,,,,,,,,,,,,,,,,,
New Zealand,NZL,58761222689,52623281957,53872425917,66628222189,88250885550,1.03905E+11,1.14719E+11,1.11607E+11,1.37315E+11,1.33279E+11,1.21337E+11,1.46585E+11,1.68463E+11,1.76617E+11,1.90691E+11,2.00142E+11,1.73754E+11,
OECD members,OED,2.65733E+13,2.71216E+13,2.6886E+13,2.80714E+13,3.14597E+13,3.50178E+13,3.69991E+13,3.90258E+13,4.26931E+13,4.51779E+13,4.2271E+13,4.43149E+13,4.75809E+13,4.74543E+13,4.79485E+13,4.87959E+13,4.5865E+13,
Oman,OMN,15710148244,19507412224,19452015605,20142782835,21633810143,24763589077,31081924577,37215864759,42085305592,60905331599,48388296489,58641352406,67937581274,76341482445,78182574772,81796618986,70254876463,
Other small states,OSS,79925919932,90268341494,89693165619,96746065026,1.20099E+11,1.48765E+11,1.80397E+11,2.11132E+11,2.57906E+11,3.14948E+11,2.68642E+11,3.12831E+11,3.91014E+11,4.09632E+11,4.26362E+11,4.40528E+11,3.68046E+11,
Pakistan,PAK,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,1.09502E+11,1.37264E+11,1.52386E+11,1.70078E+11,1.68153E+11,1.77407E+11,2.13755E+11,2.24646E+11,2.3115E+11,2.43383E+11,2.69971E+11,
Panama,PAN,12130118300,12303975900,12501974600,12994218400,13693884200,15013275300,16374277900,18144936600,20958000000,24522200000,26593500000,28917200000,34373820500,39954761200,44856189500,49165773100,52132289700,
Peru,PER,49332889437,50980861887,51592365725,54436633340,59030590739,66695121800,74947898080,87862091339,1.02171E+11,1.21572E+11,1.21192E+11,1.48522E+11,1.70575E+11,1.92703E+11,2.02029E+11,2.02855E+11,1.92084E+11,
Philippines,PHL,82995147090,81026297144,76262072022,81357602950,83908206456,91371239765,1.03072E+11,1.22211E+11,1.4936E+11,1.74195E+11,1.68335E+11,1.99591E+11,2.24143E+11,2.50092E+11,2.71927E+11,2.84777E+11,2.91965E+11,
Palau,PLW,113485000,149300000,160000000,163500000,159900000,175300000,193300000,194700000,196000000,198100000,186400000,183800000,199900000,214200000,228700000,250900000,287400000,
Papua New Guinea,PNG,3477060138,3521348155,3081029666,2999542369,3536459111,3927114466,4865971718,5527856839,6340673794,8000074071,8105331930,9716103409,12873049346,15391629871,15413163675,16928680397,,
Poland,POL,1.68225E+11,1.71886E+11,1.90521E+11,1.98681E+11,2.17513E+11,2.53529E+11,3.0441E+11,3.43261E+11,4.28763E+11,5.30185E+11,4.36476E+11,4.79243E+11,5.28742E+11,5.00228E+11,5.24059E+11,5.44982E+11,4.74783E+11,
Pre-demographic dividend,PRE,1.81523E+11,2.11779E+11,2.00715E+11,2.37033E+11,2.74046E+11,3.32056E+11,4.1146E+11,5.1278E+11,6.26616E+11,7.98863E+11,7.22411E+11,1.0015E+12,1.15838E+12,1.26703E+12,1.3831E+12,1.4639E+12,1.26692E+12,
Puerto Rico,PRI,57840954000,61701810000,69668635000,72546194000,75833996000,80322313000,83914521341,87276164365,89524131617,93639316000,96385638000,98381268000,1.00352E+11,1.01081E+11,1.03135E+11,,,
"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,,,,,,
Portugal,PRT,1.27466E+11,1.18358E+11,1.21546E+11,1.34229E+11,1.64964E+11,1.89187E+11,1.97305E+11,2.08567E+11,2.40169E+11,2.62008E+11,2.43746E+11,2.38318E+11,2.4488E+11,2.16368E+11,2.26073E+11,2.30117E+11,1.98931E+11,
Paraguay,PRY,8392549702,8195993231,7662595076,6325151760,6588103836,8033877360,8734653809,10646157920,13794910634,18504130753,15929902138,20030528043,25071195492,24611039786,28965906502,30881166852,27622778722,
Pacific island small states,PSS,3733751237,3480881464,3406191543,3593475492,4219685168,4874134376,5336625074,5603797797,6171252267,6584689096,5852508156,6469972334,7677505381,8118903224,8365969512,8845723924,8625970093,
Post-demographic dividend,PST,2.56245E+13,2.60443E+13,2.582E+13,2.69461E+13,3.02398E+13,3.36051E+13,3.53602E+13,3.72126E+13,4.06211E+13,4.29082E+13,4.04022E+13,4.21625E+13,4.52362E+13,4.51627E+13,4.5515E+13,4.62995E+13,4.36384E+13,
French Polynesia,PYF,3797016069,3447543138,,,,,,,,,,,,,,,,
Qatar,QAT,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.1527E+11,97798351648,1.25122E+11,1.69805E+11,1.9029E+11,2.01885E+11,2.10109E+11,1.66908E+11,
Romania,ROU,36183003978,37438527800,40716836998,46174557556,59867801205,76216441462,99697566668,1.23533E+11,1.71537E+11,2.08182E+11,1.67423E+11,1.67998E+11,1.85363E+11,1.71665E+11,1.91549E+11,1.99324E+11,1.77954E+11,
Russian Federation,RUS,1.95906E+11,2.59708E+11,3.06603E+11,3.4511E+11,4.30348E+11,5.91017E+11,7.64017E+11,9.89931E+11,1.29971E+12,1.66085E+12,1.22264E+12,1.52492E+12,2.03177E+12,2.17015E+12,2.23063E+12,2.03097E+12,1.32602E+12,
Rwanda,RWA,1817655192,1734938190,1674685126,1677447003,1845979351,2089188921,2581465675,3110328011,3775447706,4796573531,5308990459,5698548988,6406727230,7219657132,7522006198,7912161660,8095980014,
South Asia,SAS,6.05085E+11,6.29218E+11,6.45831E+11,6.79163E+11,7.93222E+11,9.19798E+11,1.05391E+12,1.20495E+12,1.52616E+12,1.55263E+12,1.70684E+12,2.09372E+12,2.26467E+12,2.29512E+12,2.36255E+12,2.58358E+12,2.66609E+12,
Saudi Arabia,SAU,1.60957E+11,1.88442E+11,1.83012E+11,1.88551E+11,2.14573E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.26811E+11,6.69507E+11,7.33956E+11,7.44336E+11,7.53831E+11,6.46002E+11,
Sudan,SDN,10682045258,12257418326,13182979784,14803189093,17646503525,21457470203,26524538566,35822408612,45898948564,54526580232,53150209168,65634109237,67327289320,62688889673,66480141187,73814947341,84066770983,
Senegal,SEN,5144045360,4679604754,4877602060,5333862371,6858952880,8031344381,8707015771,9358710935,11284603071,13386345215,12812994419,12932428288,14440676929,14045681414,14951667194,15657551477,13779570706,
Singapore,SGP,86283126844,95833932715,89286208629,91941192896,97001377569,1.14189E+11,1.27418E+11,1.47797E+11,1.79981E+11,1.92226E+11,1.92408E+11,2.36422E+11,2.75221E+11,2.89269E+11,3.00288E+11,3.06344E+11,2.92739E+11,
Solomon Islands,SLB,482214092.3,435101217.5,400464594,341663056,332736306.5,375109694.3,413911362.3,456707935,516074229,608292551.5,597762270.8,671585231.6,886503123.8,1025124684,1059695156,1158190175,1156834751,
Sierra Leone,SLE,669384768.9,635874002.2,1079478388,1239004288,1371442566,1431208677,1627854495,1885112202,2158496873,2505458705,2489985963,2616610911,2985556819,3853432409,4958754472,5005662071,4474689706,
El Salvador,SLV,12464700000,13134100000,13812700000,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000,23813600000,24350900000,25054200000,25850200000,
San Marino,SMR,853373879.7,773907642.4,815205233.1,879957209.9,1122981525,1317357835,1375416604,1469000145,1687567364,1899879955,,,,,,,,
Somalia,SOM,,,,,,,,,,,,,,,5352000000,5707000000,5953000000,
Serbia,SRB,18409364147,6540247190,12267175481,16116843146,21188704081,24861483281,26252007830,30607991862,40289556656,49259526053,42616653300,39460357731,46466728667,40742313861,45519650911,44210806366,36513027128,
Sub-Saharan Africa (excluding high income),SSA,3.42542E+11,3.67066E+11,3.41631E+11,3.66097E+11,4.67773E+11,5.81768E+11,6.84119E+11,7.9845E+11,9.28047E+11,1.05913E+12,1.0121E+12,1.35442E+12,1.52613E+12,1.59484E+12,1.67732E+12,1.75306E+12,1.57143E+12,
South Sudan,SSD,,,,,,,,,,15550136279,12231362023,15727363443,17826697892,10368813559,13257635695,13282084034,9015221096,
Sub-Saharan Africa,SSF,3.4317E+11,3.67685E+11,3.42259E+11,3.668E+11,4.68483E+11,5.82612E+11,6.85043E+11,7.99471E+11,9.29084E+11,1.0601E+12,1.01295E+12,1.35539E+12,1.52719E+12,1.59598E+12,1.67874E+12,1.75449E+12,1.57287E+12,
Small states,SST,1.1337E+11,1.25931E+11,1.26224E+11,1.35248E+11,1.61764E+11,1.94771E+11,2.32344E+11,2.6912E+11,3.22358E+11,3.88025E+11,3.30416E+11,3.78924E+11,4.63285E+11,4.84196E+11,5.04038E+11,5.20631E+11,4.47702E+11,
Sao Tome and Principe,STP,,,72230284.44,80531992.12,96343906.43,105360801.9,126194166.2,134441116.9,145827429.6,189595284.4,192558289.7,195176113.4,239986643.5,265592759.8,305632896.2,337413477.2,,
Suriname,SUR,885444186,892164393.9,763465550.5,1078402128,1271196078,1484092538,1793776693,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5130909091,5210303030,4877888604,
Slovak Republic,SVK,30415095887,29114875622,30703017450,35083608131,46731767494,57240535138,62493023256,70388970016,86072414454,1.00077E+11,88661433732,89254437086,97919794273,93049717830,98028544875,1.00253E+11,86581789952,
Slovenia,SVN,22689993408,20342197589,20875389931,23563581047,29697443017,34470229198,36346971770,39587730523,48114700246,55589863776,50244790220,48016423841,51287600778,46240004973,47675792660,49491396798,42746980843,
Sweden,SWE,2.70848E+11,2.59802E+11,2.39917E+11,2.63926E+11,3.31109E+11,3.81705E+11,3.89042E+11,4.20032E+11,4.87816E+11,5.13966E+11,4.29657E+11,4.88379E+11,5.63113E+11,5.43881E+11,5.78742E+11,5.71101E+11,4.92618E+11,
Swaziland,SWZ,1547884442,1524496383,1349339652,1224226095,1854032546,2420645241,2584089444,2947943587,3053808159,3019779209,3144671159,3527776867,4963056465,4912817418,4562432041,4412891833,4060072444,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,
Seychelles,SYC,622985493.7,614879764.8,622262057.2,697518248.2,705704816,839319927.3,919103254.5,1016418229,1033561654,967199594,847397850.1,969936525.3,1065826670,1134267367,1411061261,1422530792,1437722206,
Syrian Arab Republic,SYR,15873875969,19325894913,21099833784,21582248882,21828144686,25086930693,28858965517,33332844575,40405006007,,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,
Chad,TCD,1534673583,1385058162,1709347793,1987622279,2736666516,4414929220,6646663021,7422102520,8638711757,10351933632,9253484290,10657705072,12156380062,12368070169,12949854263,13922223234,10888798114,
East Asia & Pacific (IDA & IBRD countries),TEA,1.5718E+12,1.73146E+12,1.84452E+12,2.04116E+12,2.30687E+12,2.67521E+12,3.09249E+12,3.71987E+12,4.70257E+12,5.94365E+12,6.43914E+12,7.80516E+12,9.53553E+12,1.06342E+13,1.17146E+13,1.25895E+13,1.30425E+13,
Europe & Central Asia (IDA & IBRD countries),TEC,8.12583E+11,8.85523E+11,9.03338E+11,1.01322E+12,1.24621E+12,1.60851E+12,2.01244E+12,2.4357E+12,3.1278E+12,3.86712E+12,3.06063E+12,3.59253E+12,4.34764E+12,4.48993E+12,4.70054E+12,4.45724E+12,3.41129E+12,
Togo,TGO,1576094566,1294250233,1332328999,1474630207,1673690430,1937074572,2115154262,2202809251,2523462557,3163416242,3163000529,3172945645,3756023160,3866617463,4081112865,4482535926,4002723817,
Thailand,THA,1.26669E+11,1.26392E+11,1.20297E+11,1.34301E+11,1.52281E+11,1.72895E+11,1.89318E+11,2.21758E+11,2.62943E+11,2.91383E+11,2.81575E+11,3.40924E+11,3.70609E+11,3.97291E+11,4.19889E+11,4.0432E+11,3.95282E+11,
Tajikistan,TJK,1086567368,860550294.3,1080774006,1221113795,1554125543,2076148710,2312344311,2830228903,3719515379,5161298559,4979471964,5642221529,6522755783,7633036366,8506674783,9236309138,7853450374,
Turkmenistan,TKM,2450686660,2904662605,3534771969,4462028989,5977440583,6838351088,8104355717,10277598152,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43485614035,37334232257,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1.94466E+12,2.15196E+12,2.0853E+12,1.85265E+12,1.90664E+12,2.21224E+12,2.69603E+12,3.1715E+12,3.76036E+12,4.39387E+12,4.1159E+12,5.14263E+12,5.86068E+12,5.90683E+12,6.05231E+12,6.02094E+12,5.11481E+12,
Middle East & North Africa (IDA & IBRD countries),TMN,4.31714E+11,4.47459E+11,4.63501E+11,4.50291E+11,5.08005E+11,5.82039E+11,6.86748E+11,7.98542E+11,9.88568E+11,1.22271E+12,1.17603E+12,1.35403E+12,1.56526E+12,1.69751E+12,1.64605E+12,1.54709E+12,,
Timor-Leste,TLS,,368000000,452000000,444000000,453000000,466000000,491000000,463000000,559000000,694000000,818000000,934000000,1138000000,1295000000,1319000000,1371172833,1412377919,
Tonga,TON,194669501.6,188623258.5,167042898.9,181801931.5,208098552.8,236247362.5,258739680.9,287983019.9,299657872,340041546.5,321303416.1,369816107,441232909.2,457244315.2,432889959.4,434386306.6,,
South Asia (IDA & IBRD),TSA,6.05085E+11,6.29218E+11,6.45831E+11,6.79163E+11,7.93222E+11,9.19798E+11,1.05391E+12,1.20495E+12,1.52616E+12,1.55263E+12,1.70684E+12,2.09372E+12,2.26467E+12,2.29512E+12,2.36255E+12,2.58358E+12,2.66609E+12,
Sub-Saharan Africa (IDA & IBRD countries),TSS,3.4317E+11,3.67685E+11,3.42259E+11,3.668E+11,4.68483E+11,5.82612E+11,6.85043E+11,7.99471E+11,9.29084E+11,1.0601E+12,1.01295E+12,1.35539E+12,1.52719E+12,1.59598E+12,1.67874E+12,1.75449E+12,1.57287E+12,
Trinidad and Tobago,TTO,6808982521,8154338233,8824873259,9008273721,11305459802,13280275123,15982282468,18369070083,21642304046,27870257894,19175196446,21037612736,24409826346,24580844843,27257411604,28874122634,27805745961,
Tunisia,TUN,22943685719,21473188882,22066101341,23142294436,27453084983,31183139301,32273007554,34378437265,38908069299,44856586316,43454935940,44050929160,45810626509,45044176964,46255554872,47603227897,43015089723,
Turkey,TUR,2.49751E+11,2.66568E+11,1.96005E+11,2.32535E+11,3.03005E+11,3.92166E+11,4.8298E+11,5.309E+11,6.47155E+11,7.30337E+11,6.14554E+11,7.31168E+11,7.74754E+11,7.88863E+11,8.23243E+11,7.98797E+11,7.18221E+11,
Tuvalu,TUV,13686699.57,13741844.59,13196254.87,15451309.04,18230911.04,21535683.88,21839543.63,22902861.45,27030374.03,30290219.76,27101076.28,31823518.62,39312016.5,39875750.67,38320765.12,37859554.46,,
